REGI,PSGC_REGI,PROV,PSGC_PROV,MuniCities,PSGC_CITY/MUNI,BrgyName,PSGC_BRGY,BCT,Pop2015
Autonomous Region In Muslim Mindanao,PH150000000,Lanao Del Sur,PH153600000,Lumbaca-Unayan,PH153641000,Tringun,PH153641009,1,556
Autonomous Region In Muslim Mindanao,PH150000000,Maguindanao,PH153800000,Ampatuan,PH153801000,Dicalongan (Pob.),PH153801004,1,4243
Autonomous Region In Muslim Mindanao,PH150000000,Maguindanao,PH153800000,Ampatuan,PH153801000,Kakal,PH153801011,1,1537
Autonomous Region In Muslim Mindanao,PH150000000,Maguindanao,PH153800000,Ampatuan,PH153801000,Kamasi,PH153801012,1,2738
Autonomous Region In Muslim Mindanao,PH150000000,Maguindanao,PH153800000,Ampatuan,PH153801000,Kapinpilan,PH153801014,1,1915
Autonomous Region In Muslim Mindanao,PH150000000,Maguindanao,PH153800000,Ampatuan,PH153801000,Kauran,PH153801015,1,5001
Autonomous Region In Muslim Mindanao,PH150000000,Maguindanao,PH153800000,Ampatuan,PH153801000,Malatimon,PH153801018,1,1361
Autonomous Region In Muslim Mindanao,PH150000000,Maguindanao,PH153800000,Ampatuan,PH153801000,Matagabong,PH153801022,1,881
Autonomous Region In Muslim Mindanao,PH150000000,Maguindanao,PH153800000,Ampatuan,PH153801000,Saniag,PH153801028,1,1158
Autonomous Region In Muslim Mindanao,PH150000000,Maguindanao,PH153800000,Ampatuan,PH153801000,Tomicor,PH153801031,1,1076
Autonomous Region In Muslim Mindanao,PH150000000,Maguindanao,PH153800000,Ampatuan,PH153801000,Tubak,PH153801032,1,902
Autonomous Region In Muslim Mindanao,PH150000000,Maguindanao,PH153800000,Ampatuan,PH153801000,Salman,PH153801035,1,3989
Autonomous Region In Muslim Mindanao,PH150000000,Maguindanao,PH153800000,Buldon,PH153802000,Ampuan,PH153802001,1,1099
Autonomous Region In Muslim Mindanao,PH150000000,Maguindanao,PH153800000,Buldon,PH153802000,Aratuc,PH153802002,1,1079
Autonomous Region In Muslim Mindanao,PH150000000,Maguindanao,PH153800000,Buldon,PH153802000,Cabayuan,PH153802005,1,2314
Autonomous Region In Muslim Mindanao,PH150000000,Maguindanao,PH153800000,Buldon,PH153802000,Calaan (Pob.),PH153802007,1,3998
Autonomous Region In Muslim Mindanao,PH150000000,Maguindanao,PH153800000,Buldon,PH153802000,Karim,PH153802008,1,3803
Autonomous Region In Muslim Mindanao,PH150000000,Maguindanao,PH153800000,Buldon,PH153802000,Dinganen,PH153802009,1,3966
Autonomous Region In Muslim Mindanao,PH150000000,Maguindanao,PH153800000,Buldon,PH153802000,Edcor (Gallego Edcor),PH153802011,1,2555
Autonomous Region In Muslim Mindanao,PH150000000,Maguindanao,PH153800000,Buldon,PH153802000,Kulimpang,PH153802012,1,2277
Autonomous Region In Muslim Mindanao,PH150000000,Maguindanao,PH153800000,Buldon,PH153802000,Mataya,PH153802017,1,2925
Autonomous Region In Muslim Mindanao,PH150000000,Maguindanao,PH153800000,Buldon,PH153802000,Minabay,PH153802018,1,2134
Autonomous Region In Muslim Mindanao,PH150000000,Maguindanao,PH153800000,Buldon,PH153802000,Nuyo,PH153802020,1,2279
Autonomous Region In Muslim Mindanao,PH150000000,Maguindanao,PH153800000,Buldon,PH153802000,Oring,PH153802021,1,1819
Autonomous Region In Muslim Mindanao,PH150000000,Maguindanao,PH153800000,Buldon,PH153802000,Pantawan,PH153802022,1,1782
Autonomous Region In Muslim Mindanao,PH150000000,Maguindanao,PH153800000,Buldon,PH153802000,Piers,PH153802023,1,1278
Autonomous Region In Muslim Mindanao,PH150000000,Maguindanao,PH153800000,Buldon,PH153802000,Rumidas,PH153802025,1,1974
Autonomous Region In Muslim Mindanao,PH150000000,Maguindanao,PH153800000,Buluan,PH153803000,Digal,PH153803008,1,7690
Autonomous Region In Muslim Mindanao,PH150000000,Maguindanao,PH153800000,Buluan,PH153803000,Lower Siling,PH153803023,1,1488
Autonomous Region In Muslim Mindanao,PH150000000,Maguindanao,PH153800000,Buluan,PH153803000,Maslabeng,PH153803030,1,8940
Autonomous Region In Muslim Mindanao,PH150000000,Maguindanao,PH153800000,Buluan,PH153803000,Poblacion,PH153803039,1,25370
Autonomous Region In Muslim Mindanao,PH150000000,Maguindanao,PH153800000,Buluan,PH153803000,Popol,PH153803040,1,1904
Autonomous Region In Muslim Mindanao,PH150000000,Maguindanao,PH153800000,Buluan,PH153803000,Talitay,PH153803045,1,2408
Autonomous Region In Muslim Mindanao,PH150000000,Maguindanao,PH153800000,Buluan,PH153803000,Upper Siling,PH153803054,1,2208
Autonomous Region In Muslim Mindanao,PH150000000,Maguindanao,PH153800000,Datu Paglas,PH153805000,Alip (Pob.),PH153805001,1,1740
Autonomous Region In Muslim Mindanao,PH150000000,Maguindanao,PH153800000,Datu Paglas,PH153805000,Damawato,PH153805003,1,2009
Autonomous Region In Muslim Mindanao,PH150000000,Maguindanao,PH153800000,Datu Paglas,PH153805000,Katil,PH153805004,1,831
Autonomous Region In Muslim Mindanao,PH150000000,Maguindanao,PH153800000,Datu Paglas,PH153805000,Malala,PH153805006,1,1088
Autonomous Region In Muslim Mindanao,PH150000000,Maguindanao,PH153800000,Datu Paglas,PH153805000,Mangadeg,PH153805007,1,1008
Autonomous Region In Muslim Mindanao,PH150000000,Maguindanao,PH153800000,Datu Paglas,PH153805000,Manindolo,PH153805008,1,1041
Autonomous Region In Muslim Mindanao,PH150000000,Maguindanao,PH153800000,Datu Paglas,PH153805000,Puya,PH153805010,1,705
Autonomous Region In Muslim Mindanao,PH150000000,Maguindanao,PH153800000,Datu Paglas,PH153805000,Sepaka,PH153805011,1,1257
Autonomous Region In Muslim Mindanao,PH150000000,Maguindanao,PH153800000,Datu Paglas,PH153805000,Lomoyon,PH153805013,1,1033
Autonomous Region In Muslim Mindanao,PH150000000,Maguindanao,PH153800000,Datu Paglas,PH153805000,Kalumenga (Kalumanga),PH153805014,1,956
Autonomous Region In Muslim Mindanao,PH150000000,Maguindanao,PH153800000,Datu Paglas,PH153805000,Palao sa Buto,PH153805015,1,1004
Autonomous Region In Muslim Mindanao,PH150000000,Maguindanao,PH153800000,Datu Paglas,PH153805000,Damalusay,PH153805016,1,1288
Autonomous Region In Muslim Mindanao,PH150000000,Maguindanao,PH153800000,Datu Paglas,PH153805000,Bonawan,PH153805017,1,830
Autonomous Region In Muslim Mindanao,PH150000000,Maguindanao,PH153800000,Datu Paglas,PH153805000,Bulod,PH153805018,1,997
Autonomous Region In Muslim Mindanao,PH150000000,Maguindanao,PH153800000,Datu Paglas,PH153805000,Datang,PH153805019,1,1522
Autonomous Region In Muslim Mindanao,PH150000000,Maguindanao,PH153800000,Datu Paglas,PH153805000,Elbebe,PH153805020,1,556
Autonomous Region In Muslim Mindanao,PH150000000,Maguindanao,PH153800000,Datu Paglas,PH153805000,Lipao,PH153805021,1,914
Autonomous Region In Muslim Mindanao,PH150000000,Maguindanao,PH153800000,Datu Paglas,PH153805000,Madidis,PH153805022,1,1365
Autonomous Region In Muslim Mindanao,PH150000000,Maguindanao,PH153800000,Datu Paglas,PH153805000,Makat,PH153805023,1,762
Autonomous Region In Muslim Mindanao,PH150000000,Maguindanao,PH153800000,Datu Paglas,PH153805000,Mao,PH153805024,1,712
Autonomous Region In Muslim Mindanao,PH150000000,Maguindanao,PH153800000,Datu Paglas,PH153805000,Napok,PH153805025,1,914
Autonomous Region In Muslim Mindanao,PH150000000,Maguindanao,PH153800000,Datu Paglas,PH153805000,Poblacion,PH153805026,1,4985
Autonomous Region In Muslim Mindanao,PH150000000,Maguindanao,PH153800000,Datu Paglas,PH153805000,Salendab,PH153805027,1,870
Autonomous Region In Muslim Mindanao,PH150000000,Maguindanao,PH153800000,Datu Piang,PH153806000,Alonganan,PH153806001,1,837
Autonomous Region In Muslim Mindanao,PH150000000,Maguindanao,PH153800000,Datu Piang,PH153806000,Ambadao,PH153806002,1,557
Autonomous Region In Muslim Mindanao,PH150000000,Maguindanao,PH153800000,Datu Piang,PH153806000,Balanakan,PH153806005,1,921
Autonomous Region In Muslim Mindanao,PH150000000,Maguindanao,PH153800000,Datu Piang,PH153806000,Balong,PH153806006,1,654
Autonomous Region In Muslim Mindanao,PH150000000,Maguindanao,PH153800000,Datu Piang,PH153806000,Buayan,PH153806008,1,3207
Autonomous Region In Muslim Mindanao,PH150000000,Maguindanao,PH153800000,Datu Piang,PH153806000,Dado,PH153806010,1,1085
Autonomous Region In Muslim Mindanao,PH150000000,Maguindanao,PH153800000,Datu Piang,PH153806000,Damabalas,PH153806011,1,402
Autonomous Region In Muslim Mindanao,PH150000000,Maguindanao,PH153800000,Datu Piang,PH153806000,Duaminanga,PH153806015,1,1513
Autonomous Region In Muslim Mindanao,PH150000000,Maguindanao,PH153800000,Datu Piang,PH153806000,Kalipapa,PH153806021,1,752
Autonomous Region In Muslim Mindanao,PH150000000,Maguindanao,PH153800000,Datu Piang,PH153806000,Liong,PH153806025,1,507
Autonomous Region In Muslim Mindanao,PH150000000,Maguindanao,PH153800000,Datu Piang,PH153806000,Magaslong,PH153806028,1,881
Autonomous Region In Muslim Mindanao,PH150000000,Maguindanao,PH153800000,Datu Piang,PH153806000,Masigay,PH153806029,1,554
Autonomous Region In Muslim Mindanao,PH150000000,Maguindanao,PH153800000,Datu Piang,PH153806000,Montay,PH153806030,1,512
Autonomous Region In Muslim Mindanao,PH150000000,Maguindanao,PH153800000,Datu Piang,PH153806000,Poblacion (Dulawan),PH153806034,1,9463
Autonomous Region In Muslim Mindanao,PH150000000,Maguindanao,PH153800000,Datu Piang,PH153806000,Reina Regente,PH153806035,1,1049
Autonomous Region In Muslim Mindanao,PH150000000,Maguindanao,PH153800000,Datu Piang,PH153806000,Kanguan,PH153806039,1,2706
Autonomous Region In Muslim Mindanao,PH150000000,Maguindanao,PH153800000,Datu Odin Sinsuat (Dinaig),PH153807000,Ambolodto,PH153807001,1,1392
Autonomous Region In Muslim Mindanao,PH150000000,Maguindanao,PH153800000,Datu Odin Sinsuat (Dinaig),PH153807000,Awang,PH153807002,1,11897
Autonomous Region In Muslim Mindanao,PH150000000,Maguindanao,PH153800000,Datu Odin Sinsuat (Dinaig),PH153807000,Badak,PH153807003,1,1722
Autonomous Region In Muslim Mindanao,PH150000000,Maguindanao,PH153800000,Datu Odin Sinsuat (Dinaig),PH153807000,Bagoenged,PH153807004,1,2056
Autonomous Region In Muslim Mindanao,PH150000000,Maguindanao,PH153800000,Datu Odin Sinsuat (Dinaig),PH153807000,Baka,PH153807005,1,2775
Autonomous Region In Muslim Mindanao,PH150000000,Maguindanao,PH153800000,Datu Odin Sinsuat (Dinaig),PH153807000,Benolen,PH153807006,1,1720
Autonomous Region In Muslim Mindanao,PH150000000,Maguindanao,PH153800000,Datu Odin Sinsuat (Dinaig),PH153807000,Bitu,PH153807007,1,1285
Autonomous Region In Muslim Mindanao,PH150000000,Maguindanao,PH153800000,Datu Odin Sinsuat (Dinaig),PH153807000,Bongued,PH153807008,1,1838
Autonomous Region In Muslim Mindanao,PH150000000,Maguindanao,PH153800000,Datu Odin Sinsuat (Dinaig),PH153807000,Bugawas,PH153807009,1,1942
Autonomous Region In Muslim Mindanao,PH150000000,Maguindanao,PH153800000,Datu Odin Sinsuat (Dinaig),PH153807000,Capiton,PH153807010,1,2897
Autonomous Region In Muslim Mindanao,PH150000000,Maguindanao,PH153800000,Datu Odin Sinsuat (Dinaig),PH153807000,Dados,PH153807011,1,2087
Autonomous Region In Muslim Mindanao,PH150000000,Maguindanao,PH153800000,Datu Odin Sinsuat (Dinaig),PH153807000,Dalican Poblacion,PH153807013,1,14094
Autonomous Region In Muslim Mindanao,PH150000000,Maguindanao,PH153800000,Datu Odin Sinsuat (Dinaig),PH153807000,Dinaig Proper,PH153807014,1,3947
Autonomous Region In Muslim Mindanao,PH150000000,Maguindanao,PH153800000,Datu Odin Sinsuat (Dinaig),PH153807000,Dulangan,PH153807015,1,950
Autonomous Region In Muslim Mindanao,PH150000000,Maguindanao,PH153800000,Datu Odin Sinsuat (Dinaig),PH153807000,Kakar,PH153807017,1,491
Autonomous Region In Muslim Mindanao,PH150000000,Maguindanao,PH153800000,Datu Odin Sinsuat (Dinaig),PH153807000,Kenebeka,PH153807018,1,1262
Autonomous Region In Muslim Mindanao,PH150000000,Maguindanao,PH153800000,Datu Odin Sinsuat (Dinaig),PH153807000,Kurintem,PH153807019,1,3229
Autonomous Region In Muslim Mindanao,PH150000000,Maguindanao,PH153800000,Datu Odin Sinsuat (Dinaig),PH153807000,Kusiong,PH153807020,1,1499
Autonomous Region In Muslim Mindanao,PH150000000,Maguindanao,PH153800000,Datu Odin Sinsuat (Dinaig),PH153807000,Labungan,PH153807021,1,2712
Autonomous Region In Muslim Mindanao,PH150000000,Maguindanao,PH153800000,Datu Odin Sinsuat (Dinaig),PH153807000,Linek,PH153807022,1,1929
Autonomous Region In Muslim Mindanao,PH150000000,Maguindanao,PH153800000,Datu Odin Sinsuat (Dinaig),PH153807000,Makir,PH153807023,1,3974
Autonomous Region In Muslim Mindanao,PH150000000,Maguindanao,PH153800000,Datu Odin Sinsuat (Dinaig),PH153807000,Margues,PH153807024,1,1678
Autonomous Region In Muslim Mindanao,PH150000000,Maguindanao,PH153800000,Datu Odin Sinsuat (Dinaig),PH153807000,Nekitan,PH153807025,1,1885
Autonomous Region In Muslim Mindanao,PH150000000,Maguindanao,PH153800000,Datu Odin Sinsuat (Dinaig),PH153807000,Mompong,PH153807026,1,1494
Autonomous Region In Muslim Mindanao,PH150000000,Maguindanao,PH153800000,Datu Odin Sinsuat (Dinaig),PH153807000,Sapalan,PH153807027,1,1321
Autonomous Region In Muslim Mindanao,PH150000000,Maguindanao,PH153800000,Datu Odin Sinsuat (Dinaig),PH153807000,Semba,PH153807028,1,5988
Autonomous Region In Muslim Mindanao,PH150000000,Maguindanao,PH153800000,Datu Odin Sinsuat (Dinaig),PH153807000,Sibuto,PH153807029,1,1310
Autonomous Region In Muslim Mindanao,PH150000000,Maguindanao,PH153800000,Datu Odin Sinsuat (Dinaig),PH153807000,Sifaren (Sifaran),PH153807030,1,1239
Autonomous Region In Muslim Mindanao,PH150000000,Maguindanao,PH153800000,Datu Odin Sinsuat (Dinaig),PH153807000,Tambak,PH153807031,1,893
Autonomous Region In Muslim Mindanao,PH150000000,Maguindanao,PH153800000,Datu Odin Sinsuat (Dinaig),PH153807000,Tamontaka,PH153807032,1,10058
Autonomous Region In Muslim Mindanao,PH150000000,Maguindanao,PH153800000,Datu Odin Sinsuat (Dinaig),PH153807000,Tanuel,PH153807033,1,1637
Autonomous Region In Muslim Mindanao,PH150000000,Maguindanao,PH153800000,Datu Odin Sinsuat (Dinaig),PH153807000,Tapian,PH153807034,1,2167
Autonomous Region In Muslim Mindanao,PH150000000,Maguindanao,PH153800000,Datu Odin Sinsuat (Dinaig),PH153807000,Taviran,PH153807035,1,2650
Autonomous Region In Muslim Mindanao,PH150000000,Maguindanao,PH153800000,Datu Odin Sinsuat (Dinaig),PH153807000,Tenonggos,PH153807036,1,1192
Autonomous Region In Muslim Mindanao,PH150000000,Maguindanao,PH153800000,Shariff Aguak (Maganoy),PH153808000,Bagong,PH153808002,1,2081
Autonomous Region In Muslim Mindanao,PH150000000,Maguindanao,PH153800000,Shariff Aguak (Maganoy),PH153808000,Bialong,PH153808004,1,1981
Autonomous Region In Muslim Mindanao,PH150000000,Maguindanao,PH153800000,Shariff Aguak (Maganoy),PH153808000,Kuloy,PH153808011,1,1163
Autonomous Region In Muslim Mindanao,PH150000000,Maguindanao,PH153800000,Shariff Aguak (Maganoy),PH153808000,Labu-labu,PH153808012,1,5239
Autonomous Region In Muslim Mindanao,PH150000000,Maguindanao,PH153800000,Shariff Aguak (Maganoy),PH153808000,Lapok (Lepok),PH153808013,1,1207
Autonomous Region In Muslim Mindanao,PH150000000,Maguindanao,PH153800000,Shariff Aguak (Maganoy),PH153808000,Malingao,PH153808023,1,872
Autonomous Region In Muslim Mindanao,PH150000000,Maguindanao,PH153800000,Shariff Aguak (Maganoy),PH153808000,Poblacion,PH153808034,1,7010
Autonomous Region In Muslim Mindanao,PH150000000,Maguindanao,PH153800000,Shariff Aguak (Maganoy),PH153808000,Satan,PH153808037,1,2320
Autonomous Region In Muslim Mindanao,PH150000000,Maguindanao,PH153800000,Shariff Aguak (Maganoy),PH153808000,Tapikan,PH153808038,1,804
Autonomous Region In Muslim Mindanao,PH150000000,Maguindanao,PH153800000,Shariff Aguak (Maganoy),PH153808000,Timbangan,PH153808039,1,2055
Autonomous Region In Muslim Mindanao,PH150000000,Maguindanao,PH153800000,Shariff Aguak (Maganoy),PH153808000,Tina,PH153808040,1,1203
Autonomous Region In Muslim Mindanao,PH150000000,Maguindanao,PH153800000,Shariff Aguak (Maganoy),PH153808000,Poblacion I,PH153808046,1,3280
Autonomous Region In Muslim Mindanao,PH150000000,Maguindanao,PH153800000,Shariff Aguak (Maganoy),PH153808000,Poblacion II,PH153808047,1,2477
Autonomous Region In Muslim Mindanao,PH150000000,Maguindanao,PH153800000,Matanog,PH153809000,Bayanga Norte,PH153809001,1,2306
Autonomous Region In Muslim Mindanao,PH150000000,Maguindanao,PH153800000,Matanog,PH153809000,Bayanga Sur,PH153809002,1,3645
Autonomous Region In Muslim Mindanao,PH150000000,Maguindanao,PH153800000,Matanog,PH153809000,Bugasan Norte,PH153809003,1,4088
Autonomous Region In Muslim Mindanao,PH150000000,Maguindanao,PH153800000,Matanog,PH153809000,Bugasan Sur (Pob.),PH153809004,1,6412
Autonomous Region In Muslim Mindanao,PH150000000,Maguindanao,PH153800000,Matanog,PH153809000,Kidama,PH153809005,1,1931
Autonomous Region In Muslim Mindanao,PH150000000,Maguindanao,PH153800000,Matanog,PH153809000,Sapad,PH153809007,1,6041
Autonomous Region In Muslim Mindanao,PH150000000,Maguindanao,PH153800000,Matanog,PH153809000,Langco,PH153809008,1,2485
Autonomous Region In Muslim Mindanao,PH150000000,Maguindanao,PH153800000,Matanog,PH153809000,Langkong,PH153809009,1,2862
Autonomous Region In Muslim Mindanao,PH150000000,Maguindanao,PH153800000,Pagalungan,PH153810000,Bagoenged,PH153810001,1,2643
Autonomous Region In Muslim Mindanao,PH150000000,Maguindanao,PH153800000,Pagalungan,PH153810000,Buliok,PH153810004,1,3795
Autonomous Region In Muslim Mindanao,PH150000000,Maguindanao,PH153800000,Pagalungan,PH153810000,Damalasak,PH153810006,1,2549
Autonomous Region In Muslim Mindanao,PH150000000,Maguindanao,PH153800000,Pagalungan,PH153810000,Galakit,PH153810008,1,2030
Autonomous Region In Muslim Mindanao,PH150000000,Maguindanao,PH153800000,Pagalungan,PH153810000,Inug-ug,PH153810009,1,1951
Autonomous Region In Muslim Mindanao,PH150000000,Maguindanao,PH153800000,Pagalungan,PH153810000,Kalbugan,PH153810010,1,4244
Autonomous Region In Muslim Mindanao,PH150000000,Maguindanao,PH153800000,Pagalungan,PH153810000,Kilangan,PH153810013,1,3715
Autonomous Region In Muslim Mindanao,PH150000000,Maguindanao,PH153800000,Pagalungan,PH153810000,Kudal,PH153810014,1,1733
Autonomous Region In Muslim Mindanao,PH150000000,Maguindanao,PH153800000,Pagalungan,PH153810000,Layog,PH153810015,1,3886
Autonomous Region In Muslim Mindanao,PH150000000,Maguindanao,PH153800000,Pagalungan,PH153810000,Linandangan,PH153810017,1,2369
Autonomous Region In Muslim Mindanao,PH150000000,Maguindanao,PH153800000,Pagalungan,PH153810000,Poblacion,PH153810021,1,9285
Autonomous Region In Muslim Mindanao,PH150000000,Maguindanao,PH153800000,Pagalungan,PH153810000,Dalgan,PH153810025,1,1453
Autonomous Region In Muslim Mindanao,PH150000000,Maguindanao,PH153800000,Parang,PH153811000,Gadungan,PH153811008,1,1547
Autonomous Region In Muslim Mindanao,PH150000000,Maguindanao,PH153800000,Parang,PH153811000,Gumagadong Calawag,PH153811009,1,1513
Autonomous Region In Muslim Mindanao,PH150000000,Maguindanao,PH153800000,Parang,PH153811000,Guiday T. Biruar,PH153811010,1,3515
Autonomous Region In Muslim Mindanao,PH150000000,Maguindanao,PH153800000,Parang,PH153811000,Landasan (Sarmiento),PH153811012,1,16971
Autonomous Region In Muslim Mindanao,PH150000000,Maguindanao,PH153800000,Parang,PH153811000,Limbayan,PH153811013,1,2233
Autonomous Region In Muslim Mindanao,PH150000000,Maguindanao,PH153800000,Parang,PH153811000,Bongo Island (Litayen),PH153811014,1,3421
Autonomous Region In Muslim Mindanao,PH150000000,Maguindanao,PH153800000,Parang,PH153811000,Magsaysay,PH153811015,1,4393
Autonomous Region In Muslim Mindanao,PH150000000,Maguindanao,PH153800000,Parang,PH153811000,Making,PH153811016,1,5989
Autonomous Region In Muslim Mindanao,PH150000000,Maguindanao,PH153800000,Parang,PH153811000,Nituan,PH153811017,1,3764
Autonomous Region In Muslim Mindanao,PH150000000,Maguindanao,PH153800000,Parang,PH153811000,Orandang,PH153811018,1,1330
Autonomous Region In Muslim Mindanao,PH150000000,Maguindanao,PH153800000,Parang,PH153811000,Pinantao,PH153811019,1,2081
Autonomous Region In Muslim Mindanao,PH150000000,Maguindanao,PH153800000,Parang,PH153811000,Poblacion,PH153811020,1,11980
Autonomous Region In Muslim Mindanao,PH150000000,Maguindanao,PH153800000,Parang,PH153811000,Polloc,PH153811021,1,5161
Autonomous Region In Muslim Mindanao,PH150000000,Maguindanao,PH153800000,Parang,PH153811000,Tagudtongan,PH153811023,1,1738
Autonomous Region In Muslim Mindanao,PH150000000,Maguindanao,PH153800000,Parang,PH153811000,Tuca-Maror,PH153811024,1,1931
Autonomous Region In Muslim Mindanao,PH150000000,Maguindanao,PH153800000,Parang,PH153811000,Manion,PH153811025,1,1941
Autonomous Region In Muslim Mindanao,PH150000000,Maguindanao,PH153800000,Parang,PH153811000,Macasandag,PH153811026,1,1837
Autonomous Region In Muslim Mindanao,PH150000000,Maguindanao,PH153800000,Parang,PH153811000,Cotongan,PH153811027,1,1537
Autonomous Region In Muslim Mindanao,PH150000000,Maguindanao,PH153800000,Parang,PH153811000,Poblacion II,PH153811028,1,9835
Autonomous Region In Muslim Mindanao,PH150000000,Maguindanao,PH153800000,Parang,PH153811000,Samberen,PH153811029,1,668
Autonomous Region In Muslim Mindanao,PH150000000,Maguindanao,PH153800000,Parang,PH153811000,Kabuan,PH153811030,1,1278
Autonomous Region In Muslim Mindanao,PH150000000,Maguindanao,PH153800000,Parang,PH153811000,Campo Islam,PH153811031,1,1837
Autonomous Region In Muslim Mindanao,PH150000000,Maguindanao,PH153800000,Parang,PH153811000,Gadunganpedpandaran,PH153811033,1,521
Autonomous Region In Muslim Mindanao,PH150000000,Maguindanao,PH153800000,Parang,PH153811000,Moro Point,PH153811034,1,767
Autonomous Region In Muslim Mindanao,PH150000000,Maguindanao,PH153800000,Sultan Kudarat (Nuling),PH153812000,Alamada,PH153812001,1,1584
Autonomous Region In Muslim Mindanao,PH150000000,Maguindanao,PH153800000,Sultan Kudarat (Nuling),PH153812000,Banatin,PH153812003,1,1886
Autonomous Region In Muslim Mindanao,PH150000000,Maguindanao,PH153800000,Sultan Kudarat (Nuling),PH153812000,Banubo,PH153812004,1,1614
Autonomous Region In Muslim Mindanao,PH150000000,Maguindanao,PH153800000,Sultan Kudarat (Nuling),PH153812000,Bulalo,PH153812006,1,7503
Autonomous Region In Muslim Mindanao,PH150000000,Maguindanao,PH153800000,Sultan Kudarat (Nuling),PH153812000,Bulibod,PH153812007,1,1577
Autonomous Region In Muslim Mindanao,PH150000000,Maguindanao,PH153800000,Sultan Kudarat (Nuling),PH153812000,Calsada,PH153812009,1,5732
Autonomous Region In Muslim Mindanao,PH150000000,Maguindanao,PH153800000,Sultan Kudarat (Nuling),PH153812000,Crossing Simuay,PH153812010,1,5510
Autonomous Region In Muslim Mindanao,PH150000000,Maguindanao,PH153800000,Sultan Kudarat (Nuling),PH153812000,Dalumangcob (Pob.),PH153812012,1,6800
Autonomous Region In Muslim Mindanao,PH150000000,Maguindanao,PH153800000,Sultan Kudarat (Nuling),PH153812000,Darapanan,PH153812013,1,1787
Autonomous Region In Muslim Mindanao,PH150000000,Maguindanao,PH153800000,Sultan Kudarat (Nuling),PH153812000,Gang,PH153812014,1,3547
Autonomous Region In Muslim Mindanao,PH150000000,Maguindanao,PH153800000,Sultan Kudarat (Nuling),PH153812000,Inawan,PH153812015,1,593
Autonomous Region In Muslim Mindanao,PH150000000,Maguindanao,PH153800000,Sultan Kudarat (Nuling),PH153812000,Kabuntalan,PH153812016,1,678
Autonomous Region In Muslim Mindanao,PH150000000,Maguindanao,PH153800000,Sultan Kudarat (Nuling),PH153812000,Kakar,PH153812017,1,1534
Autonomous Region In Muslim Mindanao,PH150000000,Maguindanao,PH153800000,Sultan Kudarat (Nuling),PH153812000,Kapimpilan,PH153812018,1,1880
Autonomous Region In Muslim Mindanao,PH150000000,Maguindanao,PH153800000,Sultan Kudarat (Nuling),PH153812000,Katidtuan,PH153812019,1,3291
Autonomous Region In Muslim Mindanao,PH150000000,Maguindanao,PH153800000,Sultan Kudarat (Nuling),PH153812000,Katuli,PH153812020,1,4752
Autonomous Region In Muslim Mindanao,PH150000000,Maguindanao,PH153800000,Sultan Kudarat (Nuling),PH153812000,Ladia,PH153812023,1,1200
Autonomous Region In Muslim Mindanao,PH150000000,Maguindanao,PH153800000,Sultan Kudarat (Nuling),PH153812000,Limbo,PH153812024,1,5292
Autonomous Region In Muslim Mindanao,PH150000000,Maguindanao,PH153800000,Sultan Kudarat (Nuling),PH153812000,Maidapa,PH153812026,1,1554
Autonomous Region In Muslim Mindanao,PH150000000,Maguindanao,PH153800000,Sultan Kudarat (Nuling),PH153812000,Makaguiling,PH153812027,1,2596
Autonomous Region In Muslim Mindanao,PH150000000,Maguindanao,PH153800000,Sultan Kudarat (Nuling),PH153812000,Katamlangan (Matampay),PH153812028,1,1386
Autonomous Region In Muslim Mindanao,PH150000000,Maguindanao,PH153800000,Sultan Kudarat (Nuling),PH153812000,Matengen,PH153812029,1,2465
Autonomous Region In Muslim Mindanao,PH150000000,Maguindanao,PH153800000,Sultan Kudarat (Nuling),PH153812000,Mulaug,PH153812030,1,833
Autonomous Region In Muslim Mindanao,PH150000000,Maguindanao,PH153800000,Sultan Kudarat (Nuling),PH153812000,Nalinan,PH153812031,1,949
Autonomous Region In Muslim Mindanao,PH150000000,Maguindanao,PH153800000,Sultan Kudarat (Nuling),PH153812000,Nekitan,PH153812033,1,700
Autonomous Region In Muslim Mindanao,PH150000000,Maguindanao,PH153800000,Sultan Kudarat (Nuling),PH153812000,Olas,PH153812034,1,943
Autonomous Region In Muslim Mindanao,PH150000000,Maguindanao,PH153800000,Sultan Kudarat (Nuling),PH153812000,Panatan,PH153812035,1,2446
Autonomous Region In Muslim Mindanao,PH150000000,Maguindanao,PH153800000,Sultan Kudarat (Nuling),PH153812000,Pigcalagan,PH153812036,1,2816
Autonomous Region In Muslim Mindanao,PH150000000,Maguindanao,PH153800000,Sultan Kudarat (Nuling),PH153812000,Pigkelegan (Ibotegen),PH153812037,1,2713
Autonomous Region In Muslim Mindanao,PH150000000,Maguindanao,PH153800000,Sultan Kudarat (Nuling),PH153812000,Pinaring,PH153812038,1,2429
Autonomous Region In Muslim Mindanao,PH150000000,Maguindanao,PH153800000,Sultan Kudarat (Nuling),PH153812000,Pingping,PH153812039,1,1027
Autonomous Region In Muslim Mindanao,PH150000000,Maguindanao,PH153800000,Sultan Kudarat (Nuling),PH153812000,Raguisi,PH153812040,1,2031
Autonomous Region In Muslim Mindanao,PH150000000,Maguindanao,PH153800000,Sultan Kudarat (Nuling),PH153812000,Rebuken,PH153812041,1,2365
