REGI,PSGC_REGI,PROV,PSGC_PROV,MuniCities,PSGC_CITY/MUNI,BrgyName,PSGC_BRGY,BCT,Pop2015
Autonomous Region In Muslim Mindanao,PH150000000,Basilan,PH150700000,City Of Lamitan,PH150702000,Arco,PH150702001,1,672
Autonomous Region In Muslim Mindanao,PH150000000,Basilan,PH150700000,City Of Lamitan,PH150702000,Ba-as,PH150702002,1,1255
Autonomous Region In Muslim Mindanao,PH150000000,Basilan,PH150700000,City Of Lamitan,PH150702000,Baimbing,PH150702004,1,500
Autonomous Region In Muslim Mindanao,PH150000000,Basilan,PH150700000,City Of Lamitan,PH150702000,Balagtasan,PH150702005,1,2359
Autonomous Region In Muslim Mindanao,PH150000000,Basilan,PH150700000,City Of Lamitan,PH150702000,Balas,PH150702006,1,2918
Autonomous Region In Muslim Mindanao,PH150000000,Basilan,PH150700000,City Of Lamitan,PH150702000,Balobo,PH150702007,1,2017
Autonomous Region In Muslim Mindanao,PH150000000,Basilan,PH150700000,City Of Lamitan,PH150702000,Bato,PH150702008,1,4279
Autonomous Region In Muslim Mindanao,PH150000000,Basilan,PH150700000,City Of Lamitan,PH150702000,Boheyakan,PH150702010,1,779
Autonomous Region In Muslim Mindanao,PH150000000,Basilan,PH150700000,City Of Lamitan,PH150702000,Buahan,PH150702011,1,1303
Autonomous Region In Muslim Mindanao,PH150000000,Basilan,PH150700000,City Of Lamitan,PH150702000,Boheibu,PH150702012,1,1298
Autonomous Region In Muslim Mindanao,PH150000000,Basilan,PH150700000,City Of Lamitan,PH150702000,Bohesapa,PH150702013,1,855
Autonomous Region In Muslim Mindanao,PH150000000,Basilan,PH150700000,City Of Lamitan,PH150702000,Bulingan,PH150702014,1,806
Autonomous Region In Muslim Mindanao,PH150000000,Basilan,PH150700000,City Of Lamitan,PH150702000,Cabobo,PH150702016,1,892
Autonomous Region In Muslim Mindanao,PH150000000,Basilan,PH150700000,City Of Lamitan,PH150702000,Campo Uno,PH150702018,1,1364
Autonomous Region In Muslim Mindanao,PH150000000,Basilan,PH150700000,City Of Lamitan,PH150702000,Colonia,PH150702020,1,3067
Autonomous Region In Muslim Mindanao,PH150000000,Basilan,PH150700000,City Of Lamitan,PH150702000,Calugusan,PH150702024,1,953
Autonomous Region In Muslim Mindanao,PH150000000,Basilan,PH150700000,City Of Lamitan,PH150702000,Kulay Bato,PH150702025,1,3674
Autonomous Region In Muslim Mindanao,PH150000000,Basilan,PH150700000,City Of Lamitan,PH150702000,Limo-ok,PH150702028,1,2610
Autonomous Region In Muslim Mindanao,PH150000000,Basilan,PH150700000,City Of Lamitan,PH150702000,Lo-ok,PH150702032,1,1080
Autonomous Region In Muslim Mindanao,PH150000000,Basilan,PH150700000,City Of Lamitan,PH150702000,Lumuton,PH150702034,1,649
Autonomous Region In Muslim Mindanao,PH150000000,Basilan,PH150700000,City Of Lamitan,PH150702000,Luksumbang,PH150702035,1,612
Autonomous Region In Muslim Mindanao,PH150000000,Basilan,PH150700000,City Of Lamitan,PH150702000,Malo-ong Canal,PH150702036,1,1391
Autonomous Region In Muslim Mindanao,PH150000000,Basilan,PH150700000,City Of Lamitan,PH150702000,Malo-ong San Jose,PH150702037,1,1826
Autonomous Region In Muslim Mindanao,PH150000000,Basilan,PH150700000,City Of Lamitan,PH150702000,Parangbasak,PH150702039,1,1607
Autonomous Region In Muslim Mindanao,PH150000000,Basilan,PH150700000,City Of Lamitan,PH150702000,Santa Clara,PH150702045,1,5360
Autonomous Region In Muslim Mindanao,PH150000000,Basilan,PH150700000,City Of Lamitan,PH150702000,Tandong Ahas,PH150702047,1,1078
Autonomous Region In Muslim Mindanao,PH150000000,Basilan,PH150700000,City Of Lamitan,PH150702000,Tumakid,PH150702049,1,1002
Autonomous Region In Muslim Mindanao,PH150000000,Basilan,PH150700000,City Of Lamitan,PH150702000,Ubit,PH150702050,1,1648
Autonomous Region In Muslim Mindanao,PH150000000,Basilan,PH150700000,City Of Lamitan,PH150702000,Bohebessey,PH150702054,1,622
Autonomous Region In Muslim Mindanao,PH150000000,Basilan,PH150700000,City Of Lamitan,PH150702000,Baungos,PH150702055,1,831
Autonomous Region In Muslim Mindanao,PH150000000,Basilan,PH150700000,City Of Lamitan,PH150702000,Danit-Puntocan,PH150702056,1,620
Autonomous Region In Muslim Mindanao,PH150000000,Basilan,PH150700000,City Of Lamitan,PH150702000,Sabong,PH150702057,1,631
Autonomous Region In Muslim Mindanao,PH150000000,Basilan,PH150700000,City Of Lamitan,PH150702000,Sengal,PH150702058,1,1793
Autonomous Region In Muslim Mindanao,PH150000000,Basilan,PH150700000,City Of Lamitan,PH150702000,Ulame,PH150702059,1,1599
Autonomous Region In Muslim Mindanao,PH150000000,Basilan,PH150700000,City Of Lamitan,PH150702000,Bohenange,PH150702060,1,822
Autonomous Region In Muslim Mindanao,PH150000000,Basilan,PH150700000,City Of Lamitan,PH150702000,Boheyawas,PH150702061,1,1409
Autonomous Region In Muslim Mindanao,PH150000000,Basilan,PH150700000,City Of Lamitan,PH150702000,Bulanting,PH150702062,1,600
Autonomous Region In Muslim Mindanao,PH150000000,Basilan,PH150700000,City Of Lamitan,PH150702000,Lebbuh,PH150702063,1,681
Autonomous Region In Muslim Mindanao,PH150000000,Basilan,PH150700000,City Of Lamitan,PH150702000,Maganda,PH150702064,1,3691
Autonomous Region In Muslim Mindanao,PH150000000,Basilan,PH150700000,City Of Lamitan,PH150702000,Malakas,PH150702065,1,1518
Autonomous Region In Muslim Mindanao,PH150000000,Basilan,PH150700000,City Of Lamitan,PH150702000,Maligaya,PH150702066,1,2676
Autonomous Region In Muslim Mindanao,PH150000000,Basilan,PH150700000,City Of Lamitan,PH150702000,Malinis (Pob.),PH150702067,1,1849
Autonomous Region In Muslim Mindanao,PH150000000,Basilan,PH150700000,City Of Lamitan,PH150702000,Matatag,PH150702068,1,2169
Autonomous Region In Muslim Mindanao,PH150000000,Basilan,PH150700000,City Of Lamitan,PH150702000,Matibay,PH150702069,1,4737
Autonomous Region In Muslim Mindanao,PH150000000,Basilan,PH150700000,City Of Lamitan,PH150702000,Simbangon,PH150702070,1,680
Autonomous Region In Muslim Mindanao,PH150000000,Basilan,PH150700000,Lantawan,PH150703000,Atong-atong,PH150703001,1,2368
Autonomous Region In Muslim Mindanao,PH150000000,Basilan,PH150700000,Lantawan,PH150703000,Baungis,PH150703003,1,524
Autonomous Region In Muslim Mindanao,PH150000000,Basilan,PH150700000,Lantawan,PH150703000,Bulanza,PH150703004,1,771
Autonomous Region In Muslim Mindanao,PH150000000,Basilan,PH150700000,Lantawan,PH150703000,Lantawan Proper (Pob.),PH150703007,1,919
Autonomous Region In Muslim Mindanao,PH150000000,Basilan,PH150700000,Lantawan,PH150703000,Lower Manggas,PH150703008,1,1025
Autonomous Region In Muslim Mindanao,PH150000000,Basilan,PH150700000,Lantawan,PH150703000,Matarling,PH150703011,1,929
Autonomous Region In Muslim Mindanao,PH150000000,Basilan,PH150700000,Lantawan,PH150703000,Matikang,PH150703012,1,918
Autonomous Region In Muslim Mindanao,PH150000000,Basilan,PH150700000,Lantawan,PH150703000,Tairan,PH150703016,1,2104
Autonomous Region In Muslim Mindanao,PH150000000,Basilan,PH150700000,Lantawan,PH150703000,Upper Manggas,PH150703017,1,971
Autonomous Region In Muslim Mindanao,PH150000000,Basilan,PH150700000,Lantawan,PH150703000,Bagbagon,PH150703018,1,829
Autonomous Region In Muslim Mindanao,PH150000000,Basilan,PH150700000,Lantawan,PH150703000,Bulan-bulan,PH150703019,1,1463
Autonomous Region In Muslim Mindanao,PH150000000,Basilan,PH150700000,Lantawan,PH150703000,Suba-an (Pangasahan),PH150703021,1,895
Autonomous Region In Muslim Mindanao,PH150000000,Basilan,PH150700000,Lantawan,PH150703000,Lower Ba±as,PH150703024,1,599
Autonomous Region In Muslim Mindanao,PH150000000,Basilan,PH150700000,Lantawan,PH150703000,Upper Ba±as,PH150703025,1,571
Autonomous Region In Muslim Mindanao,PH150000000,Basilan,PH150700000,Lantawan,PH150703000,Calugusan,PH150703026,1,870
Autonomous Region In Muslim Mindanao,PH150000000,Basilan,PH150700000,Lantawan,PH150703000,Canibungan,PH150703027,1,1847
Autonomous Region In Muslim Mindanao,PH150000000,Basilan,PH150700000,Lantawan,PH150703000,Landugan,PH150703029,1,452
Autonomous Region In Muslim Mindanao,PH150000000,Basilan,PH150700000,Lantawan,PH150703000,Lawila,PH150703030,1,643
Autonomous Region In Muslim Mindanao,PH150000000,Basilan,PH150700000,Lantawan,PH150703000,Lawi-lawi,PH150703031,1,994
Autonomous Region In Muslim Mindanao,PH150000000,Basilan,PH150700000,Lantawan,PH150703000,Pamucalin,PH150703033,1,1228
Autonomous Region In Muslim Mindanao,PH150000000,Basilan,PH150700000,Lantawan,PH150703000,Switch Yakal,PH150703034,1,1056
Autonomous Region In Muslim Mindanao,PH150000000,Basilan,PH150700000,Lantawan,PH150703000,Paniongan,PH150703035,1,612
Autonomous Region In Muslim Mindanao,PH150000000,Basilan,PH150700000,Lantawan,PH150703000,Luuk-Maluha,PH150703036,1,498
Autonomous Region In Muslim Mindanao,PH150000000,Basilan,PH150700000,Lantawan,PH150703000,Calayan,PH150703037,1,507
Autonomous Region In Muslim Mindanao,PH150000000,Basilan,PH150700000,Lantawan,PH150703000,Parian-Baunoh,PH150703038,1,1001
Autonomous Region In Muslim Mindanao,PH150000000,Basilan,PH150700000,Maluso,PH150704000,Abong-Abong,PH150704001,1,965
Autonomous Region In Muslim Mindanao,PH150000000,Basilan,PH150700000,Maluso,PH150704000,Batungal,PH150704002,1,1207
Autonomous Region In Muslim Mindanao,PH150000000,Basilan,PH150700000,Maluso,PH150704000,Calang Canas,PH150704003,1,2862
Autonomous Region In Muslim Mindanao,PH150000000,Basilan,PH150700000,Maluso,PH150704000,Guanan North (Zone I),PH150704004,1,1079
Autonomous Region In Muslim Mindanao,PH150000000,Basilan,PH150700000,Maluso,PH150704000,Guanan South (Zone II),PH150704005,1,1336
Autonomous Region In Muslim Mindanao,PH150000000,Basilan,PH150700000,Maluso,PH150704000,Limbubong,PH150704006,1,976
Autonomous Region In Muslim Mindanao,PH150000000,Basilan,PH150700000,Maluso,PH150704000,Mahayahay Lower (Zone I),PH150704007,1,595
Autonomous Region In Muslim Mindanao,PH150000000,Basilan,PH150700000,Maluso,PH150704000,Muslim Area,PH150704008,1,509
Autonomous Region In Muslim Mindanao,PH150000000,Basilan,PH150700000,Maluso,PH150704000,Port Holland Zone I Pob. (Upper),PH150704009,1,3784
Autonomous Region In Muslim Mindanao,PH150000000,Basilan,PH150700000,Maluso,PH150704000,Port Holland Zone II Pob. (Shipyard Main),PH150704010,1,2649
Autonomous Region In Muslim Mindanao,PH150000000,Basilan,PH150700000,Maluso,PH150704000,Port Holland Zone III Pob. (Samal Village),PH150704011,1,4532
Autonomous Region In Muslim Mindanao,PH150000000,Basilan,PH150700000,Maluso,PH150704000,Port Holland Zone IV (Lower),PH150704012,1,5834
Autonomous Region In Muslim Mindanao,PH150000000,Basilan,PH150700000,Maluso,PH150704000,Townsite (Pob.),PH150704013,1,4993
Autonomous Region In Muslim Mindanao,PH150000000,Basilan,PH150700000,Maluso,PH150704000,Taberlongan,PH150704015,1,1855
Autonomous Region In Muslim Mindanao,PH150000000,Basilan,PH150700000,Maluso,PH150704000,Fuente Maluso,PH150704016,1,1185
Autonomous Region In Muslim Mindanao,PH150000000,Basilan,PH150700000,Maluso,PH150704000,Tamuk,PH150704017,1,976
Autonomous Region In Muslim Mindanao,PH150000000,Basilan,PH150700000,Maluso,PH150704000,Tubigan,PH150704018,1,1424
Autonomous Region In Muslim Mindanao,PH150000000,Basilan,PH150700000,Maluso,PH150704000,Mahayahay Upper (Zone II),PH150704019,1,1252
Autonomous Region In Muslim Mindanao,PH150000000,Basilan,PH150700000,Maluso,PH150704000,Port Holland Zone V (Shipyard Tabuk),PH150704020,1,2054
Autonomous Region In Muslim Mindanao,PH150000000,Basilan,PH150700000,Maluso,PH150704000,Upper Garlayan,PH150704021,1,579
Autonomous Region In Muslim Mindanao,PH150000000,Basilan,PH150700000,Sumisip,PH150705000,Bacung,PH150705001,1,1900
Autonomous Region In Muslim Mindanao,PH150000000,Basilan,PH150700000,Sumisip,PH150705000,Benembengan Lower,PH150705002,1,810
Autonomous Region In Muslim Mindanao,PH150000000,Basilan,PH150700000,Sumisip,PH150705000,Buli-buli,PH150705006,1,1271
Autonomous Region In Muslim Mindanao,PH150000000,Basilan,PH150700000,Sumisip,PH150705000,Cabcaban,PH150705007,1,1413
Autonomous Region In Muslim Mindanao,PH150000000,Basilan,PH150700000,Sumisip,PH150705000,Guiong,PH150705010,1,2560
Autonomous Region In Muslim Mindanao,PH150000000,Basilan,PH150700000,Sumisip,PH150705000,Manaul,PH150705013,1,1887
Autonomous Region In Muslim Mindanao,PH150000000,Basilan,PH150700000,Sumisip,PH150705000,Mangal (Pob.),PH150705014,1,3008
Autonomous Region In Muslim Mindanao,PH150000000,Basilan,PH150700000,Sumisip,PH150705000,Sumisip Central,PH150705019,1,1671
Autonomous Region In Muslim Mindanao,PH150000000,Basilan,PH150700000,Sumisip,PH150705000,Tumahubong,PH150705022,1,1919
Autonomous Region In Muslim Mindanao,PH150000000,Basilan,PH150700000,Sumisip,PH150705000,Libug,PH150705024,1,1320
Autonomous Region In Muslim Mindanao,PH150000000,Basilan,PH150700000,Sumisip,PH150705000,Tongsengal,PH150705025,1,1036
Autonomous Region In Muslim Mindanao,PH150000000,Basilan,PH150700000,Sumisip,PH150705000,Baiwas,PH150705027,1,1049
Autonomous Region In Muslim Mindanao,PH150000000,Basilan,PH150700000,Sumisip,PH150705000,Basak,PH150705028,1,1237
Autonomous Region In Muslim Mindanao,PH150000000,Basilan,PH150700000,Sumisip,PH150705000,Cabengbeng Lower,PH150705029,1,1237
Autonomous Region In Muslim Mindanao,PH150000000,Basilan,PH150700000,Sumisip,PH150705000,Cabengbeng Upper,PH150705030,1,1264
Autonomous Region In Muslim Mindanao,PH150000000,Basilan,PH150700000,Sumisip,PH150705000,Luuk-Bait,PH150705031,1,1553
Autonomous Region In Muslim Mindanao,PH150000000,Basilan,PH150700000,Sumisip,PH150705000,Mahatalang,PH150705032,1,1190
Autonomous Region In Muslim Mindanao,PH150000000,Basilan,PH150700000,Sumisip,PH150705000,Benembengan Upper,PH150705035,1,1443
Autonomous Region In Muslim Mindanao,PH150000000,Basilan,PH150700000,Sumisip,PH150705000,Bohe-languyan,PH150705036,1,797
Autonomous Region In Muslim Mindanao,PH150000000,Basilan,PH150700000,Sumisip,PH150705000,Ettub-ettub,PH150705039,1,1797
Autonomous Region In Muslim Mindanao,PH150000000,Basilan,PH150700000,Sumisip,PH150705000,Kaum-Air,PH150705041,1,828
Autonomous Region In Muslim Mindanao,PH150000000,Basilan,PH150700000,Sumisip,PH150705000,Limbocandis,PH150705042,1,878
Autonomous Region In Muslim Mindanao,PH150000000,Basilan,PH150700000,Sumisip,PH150705000,Lukketon,PH150705043,1,1662
Autonomous Region In Muslim Mindanao,PH150000000,Basilan,PH150700000,Sumisip,PH150705000,Marang,PH150705044,1,1014
Autonomous Region In Muslim Mindanao,PH150000000,Basilan,PH150700000,Sumisip,PH150705000,Mebak,PH150705045,1,1302
Autonomous Region In Muslim Mindanao,PH150000000,Basilan,PH150700000,Sumisip,PH150705000,Sahaya Bohe Bato,PH150705047,1,1630
Autonomous Region In Muslim Mindanao,PH150000000,Basilan,PH150700000,Sumisip,PH150705000,Sapah Bulak,PH150705048,1,1452
Autonomous Region In Muslim Mindanao,PH150000000,Basilan,PH150700000,Sumisip,PH150705000,Tikus,PH150705050,1,1482
Autonomous Region In Muslim Mindanao,PH150000000,Basilan,PH150700000,Sumisip,PH150705000,Kaumpamatsakem,PH150705051,1,1120
Autonomous Region In Muslim Mindanao,PH150000000,Basilan,PH150700000,Tipo-Tipo,PH150706000,Badja,PH150706002,1,3072
Autonomous Region In Muslim Mindanao,PH150000000,Basilan,PH150700000,Tipo-Tipo,PH150706000,Bohebaca,PH150706003,1,1288
Autonomous Region In Muslim Mindanao,PH150000000,Basilan,PH150700000,Tipo-Tipo,PH150706000,Bohelebung,PH150706004,1,2305
Autonomous Region In Muslim Mindanao,PH150000000,Basilan,PH150700000,Tipo-Tipo,PH150706000,Lagayas,PH150706011,1,955
Autonomous Region In Muslim Mindanao,PH150000000,Basilan,PH150700000,Tipo-Tipo,PH150706000,Limbo-Upas,PH150706012,1,1117
Autonomous Region In Muslim Mindanao,PH150000000,Basilan,PH150700000,Tipo-Tipo,PH150706000,Tipo-tipo Proper (Pob.),PH150706016,1,2983
Autonomous Region In Muslim Mindanao,PH150000000,Basilan,PH150700000,Tipo-Tipo,PH150706000,Baguindan,PH150706017,1,1989
Autonomous Region In Muslim Mindanao,PH150000000,Basilan,PH150700000,Tipo-Tipo,PH150706000,Banah,PH150706018,1,1900
Autonomous Region In Muslim Mindanao,PH150000000,Basilan,PH150700000,Tipo-Tipo,PH150706000,Bohe-Tambak,PH150706019,1,958
Autonomous Region In Muslim Mindanao,PH150000000,Basilan,PH150700000,Tipo-Tipo,PH150706000,Silangkum,PH150706030,1,1705
Autonomous Region In Muslim Mindanao,PH150000000,Basilan,PH150700000,Tipo-Tipo,PH150706000,Bangcuang,PH150706038,1,891
Autonomous Region In Muslim Mindanao,PH150000000,Basilan,PH150700000,Tuburan,PH150707000,Lahi-lahi,PH150707005,1,2239
Autonomous Region In Muslim Mindanao,PH150000000,Basilan,PH150700000,Tuburan,PH150707000,Sinulatan,PH150707010,1,983
Autonomous Region In Muslim Mindanao,PH150000000,Basilan,PH150700000,Tuburan,PH150707000,Bohetambis,PH150707016,1,1290
Autonomous Region In Muslim Mindanao,PH150000000,Basilan,PH150700000,Tuburan,PH150707000,Duga-a,PH150707021,1,2934
Autonomous Region In Muslim Mindanao,PH150000000,Basilan,PH150700000,Tuburan,PH150707000,Mahawid,PH150707025,1,1975
Autonomous Region In Muslim Mindanao,PH150000000,Basilan,PH150700000,Tuburan,PH150707000,Lower Sinangkapan,PH150707028,1,2652
Autonomous Region In Muslim Mindanao,PH150000000,Basilan,PH150700000,Tuburan,PH150707000,Tablas Usew,PH150707033,1,1879
Autonomous Region In Muslim Mindanao,PH150000000,Basilan,PH150700000,Tuburan,PH150707000,Calut,PH150707034,1,4146
Autonomous Region In Muslim Mindanao,PH150000000,Basilan,PH150700000,Tuburan,PH150707000,Katipunan,PH150707040,1,1405
Autonomous Region In Muslim Mindanao,PH150000000,Basilan,PH150700000,Tuburan,PH150707000,Lower Tablas,PH150707041,1,704
Autonomous Region In Muslim Mindanao,PH150000000,Basilan,PH150700000,Akbar,PH150708000,Caddayan,PH150708001,1,1090
Autonomous Region In Muslim Mindanao,PH150000000,Basilan,PH150700000,Akbar,PH150708000,Linongan,PH150708002,1,2454
Autonomous Region In Muslim Mindanao,PH150000000,Basilan,PH150700000,Akbar,PH150708000,Lower Bato-bato,PH150708003,1,1823
Autonomous Region In Muslim Mindanao,PH150000000,Basilan,PH150700000,Akbar,PH150708000,Mangalut,PH150708004,1,1603
Autonomous Region In Muslim Mindanao,PH150000000,Basilan,PH150700000,Akbar,PH150708000,Manguso,PH150708005,1,1201
Autonomous Region In Muslim Mindanao,PH150000000,Basilan,PH150700000,Akbar,PH150708000,Paguengan,PH150708006,1,1649
Autonomous Region In Muslim Mindanao,PH150000000,Basilan,PH150700000,Akbar,PH150708000,Semut,PH150708007,1,4483
Autonomous Region In Muslim Mindanao,PH150000000,Basilan,PH150700000,Akbar,PH150708000,Upper Bato-bato,PH150708008,1,1093
Autonomous Region In Muslim Mindanao,PH150000000,Basilan,PH150700000,Akbar,PH150708000,Upper Sinangkapan,PH150708009,1,2135
Autonomous Region In Muslim Mindanao,PH150000000,Basilan,PH150700000,Al-Barka,PH150709000,Apil-Apil,PH150709001,1,895
Autonomous Region In Muslim Mindanao,PH150000000,Basilan,PH150700000,Al-Barka,PH150709000,Bato-bato,PH150709002,1,1036
Autonomous Region In Muslim Mindanao,PH150000000,Basilan,PH150700000,Al-Barka,PH150709000,Bohe-Piang,PH150709003,1,1115
Autonomous Region In Muslim Mindanao,PH150000000,Basilan,PH150700000,Al-Barka,PH150709000,Bucalao,PH150709004,1,1923
Autonomous Region In Muslim Mindanao,PH150000000,Basilan,PH150700000,Al-Barka,PH150709000,Cambug,PH150709005,1,1353
Autonomous Region In Muslim Mindanao,PH150000000,Basilan,PH150700000,Al-Barka,PH150709000,Danapah,PH150709006,1,1290
Autonomous Region In Muslim Mindanao,PH150000000,Basilan,PH150700000,Al-Barka,PH150709000,Guinanta,PH150709007,1,2111
Autonomous Region In Muslim Mindanao,PH150000000,Basilan,PH150700000,Al-Barka,PH150709000,Kailih,PH150709008,1,1520
Autonomous Region In Muslim Mindanao,PH150000000,Basilan,PH150700000,Al-Barka,PH150709000,Kinukutan,PH150709009,1,1142
Autonomous Region In Muslim Mindanao,PH150000000,Basilan,PH150700000,Al-Barka,PH150709000,Kuhon,PH150709010,1,1071
Autonomous Region In Muslim Mindanao,PH150000000,Basilan,PH150700000,Al-Barka,PH150709000,Kuhon Lennuh,PH150709011,1,1226
Autonomous Region In Muslim Mindanao,PH150000000,Basilan,PH150700000,Al-Barka,PH150709000,Linuan,PH150709012,1,1042
Autonomous Region In Muslim Mindanao,PH150000000,Basilan,PH150700000,Al-Barka,PH150709000,Lookbisaya (Kaulungan Island),PH150709013,1,1564
Autonomous Region In Muslim Mindanao,PH150000000,Basilan,PH150700000,Al-Barka,PH150709000,Macalang,PH150709014,1,688
Autonomous Region In Muslim Mindanao,PH150000000,Basilan,PH150700000,Al-Barka,PH150709000,Magcawa,PH150709015,1,2094
Autonomous Region In Muslim Mindanao,PH150000000,Basilan,PH150700000,Al-Barka,PH150709000,Sangkahan (Kaulungan Island),PH150709016,1,835
Autonomous Region In Muslim Mindanao,PH150000000,Basilan,PH150700000,Hadji Mohammad Ajul,PH150710000,Basakan,PH150710001,1,1037
Autonomous Region In Muslim Mindanao,PH150000000,Basilan,PH150700000,Hadji Mohammad Ajul,PH150710000,Buton,PH150710002,1,2927
Autonomous Region In Muslim Mindanao,PH150000000,Basilan,PH150700000,Hadji Mohammad Ajul,PH150710000,Candiis,PH150710003,1,1813
Autonomous Region In Muslim Mindanao,PH150000000,Basilan,PH150700000,Hadji Mohammad Ajul,PH150710000,Langil,PH150710004,1,1599
Autonomous Region In Muslim Mindanao,PH150000000,Basilan,PH150700000,Hadji Mohammad Ajul,PH150710000,Langong,PH150710005,1,1165
Autonomous Region In Muslim Mindanao,PH150000000,Basilan,PH150700000,Hadji Mohammad Ajul,PH150710000,Languyan,PH150710006,1,1156
Autonomous Region In Muslim Mindanao,PH150000000,Basilan,PH150700000,Hadji Mohammad Ajul,PH150710000,Pintasan,PH150710007,1,1395
Autonomous Region In Muslim Mindanao,PH150000000,Basilan,PH150700000,Hadji Mohammad Ajul,PH150710000,Seronggon,PH150710008,1,1596
Autonomous Region In Muslim Mindanao,PH150000000,Basilan,PH150700000,Hadji Mohammad Ajul,PH150710000,Sibago,PH150710009,1,1789
Autonomous Region In Muslim Mindanao,PH150000000,Basilan,PH150700000,Hadji Mohammad Ajul,PH150710000,Sulutan Matangal,PH150710010,1,1548
Autonomous Region In Muslim Mindanao,PH150000000,Basilan,PH150700000,Hadji Mohammad Ajul,PH150710000,Tuburan Proper (Pob.),PH150710011,1,3282
Autonomous Region In Muslim Mindanao,PH150000000,Basilan,PH150700000,Ungkaya Pukan,PH150711000,Amaloy,PH150711001,1,1129
Autonomous Region In Muslim Mindanao,PH150000000,Basilan,PH150700000,Ungkaya Pukan,PH150711000,Bohe-Pahuh,PH150711002,1,1437
Autonomous Region In Muslim Mindanao,PH150000000,Basilan,PH150700000,Ungkaya Pukan,PH150711000,Bohe-Suyak,PH150711003,1,2804
Autonomous Region In Muslim Mindanao,PH150000000,Basilan,PH150700000,Ungkaya Pukan,PH150711000,Cabangalan,PH150711004,1,1010
Autonomous Region In Muslim Mindanao,PH150000000,Basilan,PH150700000,Ungkaya Pukan,PH150711000,Danit,PH150711005,1,818
Autonomous Region In Muslim Mindanao,PH150000000,Basilan,PH150700000,Ungkaya Pukan,PH150711000,Kamamburingan,PH150711006,1,1018
Autonomous Region In Muslim Mindanao,PH150000000,Basilan,PH150700000,Ungkaya Pukan,PH150711000,Matata,PH150711007,1,1170
Autonomous Region In Muslim Mindanao,PH150000000,Basilan,PH150700000,Ungkaya Pukan,PH150711000,Materling,PH150711008,1,2296
Autonomous Region In Muslim Mindanao,PH150000000,Basilan,PH150700000,Ungkaya Pukan,PH150711000,Pipil,PH150711009,1,2375
Autonomous Region In Muslim Mindanao,PH150000000,Basilan,PH150700000,Ungkaya Pukan,PH150711000,Sungkayut,PH150711010,1,931
Autonomous Region In Muslim Mindanao,PH150000000,Basilan,PH150700000,Ungkaya Pukan,PH150711000,Tongbato,PH150711011,1,1446
Autonomous Region In Muslim Mindanao,PH150000000,Basilan,PH150700000,Ungkaya Pukan,PH150711000,Ulitan,PH150711012,1,2007
Autonomous Region In Muslim Mindanao,PH150000000,Basilan,PH150700000,Hadji Muhtamad,PH150712000,Baluk-baluk,PH150712001,1,1585
Autonomous Region In Muslim Mindanao,PH150000000,Basilan,PH150700000,Hadji Muhtamad,PH150712000,Dasalan,PH150712002,1,2970
Autonomous Region In Muslim Mindanao,PH150000000,Basilan,PH150700000,Hadji Muhtamad,PH150712000,Lubukan,PH150712003,1,3260
Autonomous Region In Muslim Mindanao,PH150000000,Basilan,PH150700000,Hadji Muhtamad,PH150712000,Luukbongsod,PH150712004,1,1928
Autonomous Region In Muslim Mindanao,PH150000000,Basilan,PH150700000,Hadji Muhtamad,PH150712000,Mananggal,PH150712005,1,800
Autonomous Region In Muslim Mindanao,PH150000000,Basilan,PH150700000,Hadji Muhtamad,PH150712000,Palahangan,PH150712006,1,1920
Autonomous Region In Muslim Mindanao,PH150000000,Basilan,PH150700000,Hadji Muhtamad,PH150712000,Panducan,PH150712007,1,1652
Autonomous Region In Muslim Mindanao,PH150000000,Basilan,PH150700000,Hadji Muhtamad,PH150712000,Sangbay Big,PH150712008,1,3549
Autonomous Region In Muslim Mindanao,PH150000000,Basilan,PH150700000,Hadji Muhtamad,PH150712000,Sangbay Small,PH150712009,1,2900
Autonomous Region In Muslim Mindanao,PH150000000,Basilan,PH150700000,Hadji Muhtamad,PH150712000,Tausan,PH150712010,1,4521
Autonomous Region In Muslim Mindanao,PH150000000,Basilan,PH150700000,Tabuan-Lasa,PH150713000,Babag (Babuan Island),PH150713001,1,2179
Autonomous Region In Muslim Mindanao,PH150000000,Basilan,PH150700000,Tabuan-Lasa,PH150713000,Balanting,PH150713002,1,1411
Autonomous Region In Muslim Mindanao,PH150000000,Basilan,PH150700000,Tabuan-Lasa,PH150713000,Boloh-boloh,PH150713003,1,1261
Autonomous Region In Muslim Mindanao,PH150000000,Basilan,PH150700000,Tabuan-Lasa,PH150713000,Bukut-Umus,PH150713004,1,2984
Autonomous Region In Muslim Mindanao,PH150000000,Basilan,PH150700000,Tabuan-Lasa,PH150713000,Kaumpurnah,PH150713005,1,1947
Autonomous Region In Muslim Mindanao,PH150000000,Basilan,PH150700000,Tabuan-Lasa,PH150713000,Lanawan,PH150713006,1,4174
Autonomous Region In Muslim Mindanao,PH150000000,Basilan,PH150700000,Tabuan-Lasa,PH150713000,Pisak-pisak,PH150713007,1,958
Autonomous Region In Muslim Mindanao,PH150000000,Basilan,PH150700000,Tabuan-Lasa,PH150713000,Saluping,PH150713008,1,2128
Autonomous Region In Muslim Mindanao,PH150000000,Basilan,PH150700000,Tabuan-Lasa,PH150713000,Suligan (Babuan Island),PH150713009,1,1078
